id,title,isPartOf,publicationYear,doi,docType,provider,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/2020033,Subjective and Objective Methods in Philosophy,The Journal of Philosophy,1944,,article,jstor,1944-08-03,16,41,http://www.jstor.org/stable/2020033,V. J. McGill,"Journal of Philosophy, Inc.",eng,421,438,,7970,18,unigram; bigram; trigram
http://www.jstor.org/stable/2086281,Review Article,American Sociological Review,1942,,article,jstor,1942-02-01,1,7,http://www.jstor.org/stable/2086281,Ellsworth Faris,American Sociological Association,eng,140,141,,753,2,unigram; bigram; trigram
http://www.jstor.org/stable/2086707,The Relationship Between Attitude and Information Concerning the Japanese in America,American Sociological Review,1946,,article,jstor,1946-04-01,2,11,http://www.jstor.org/stable/2086707,Gwynne Nettler,American Sociological Association,eng,177,191,,10008,15,unigram; bigram; trigram
ark://27927/phx2hv7frw5,BOOK REVIEWS,Sociological Review,1940,,article,portico,1940-07-01,3‐4,a32,http://doi.org/10.1111/j.1467-954X.1940.tb02059.x,,"John Wiley & Sons, Inc.",eng,251,261,,4926,11,unigram; bigram; trigram
http://www.jstor.org/stable/2085748,Review Article,American Sociological Review,1943,,article,jstor,1943-10-01,5,8,http://www.jstor.org/stable/2085748,Joseph K. Folsom,American Sociological Association,eng,619,620,,541,2,unigram; bigram; trigram
http://www.jstor.org/stable/2086813,Book Notes,American Sociological Review,1950,,article,jstor,1950-04-01,2,15,http://www.jstor.org/stable/2086813,,American Sociological Association,eng,321,327,,4253,7,unigram; bigram; trigram
ark://27927/phx2hv82c4g,"PHILOSOPHY, PSYCHOLOGY AND SOCIOLOGY IN THE TRAINING OF TEACHERS",Sociological Review,1950,,article,portico,1950-01-01,1,a42,http://doi.org/10.1111/j.1467-954X.1950.tb02459.x,W. A. Campbell Stewart,"John Wiley & Sons, Inc.",eng,1,35,,14395,35,unigram; bigram; trigram
http://www.jstor.org/stable/40969238,THE FIELD THEORETICAL APPROACH TO PSYCHOLOGICAL RESEARCH,Social Research,1950,,article,jstor,1950-12-01,4,17,http://www.jstor.org/stable/40969238,DAVID A. EMERY,The New School,eng,461,483,,7656,23,unigram; bigram; trigram
ark://27927/phx2hv6z9gm,RACE PROGRESS AND RACE DEGENERACY,Sociological Review,1909,,article,portico,1909-04-01,2,a2,http://doi.org/10.1111/j.1467-954X.1909.tb01961.x,G. Chatterton Hill,"John Wiley & Sons, Inc.",eng,140,151,,4963,12,unigram; bigram; trigram
http://www.jstor.org/stable/2086968,Review Article,American Sociological Review,1947,,article,jstor,1947-12-01,6,12,http://www.jstor.org/stable/2086968,H. C. Brearley,American Sociological Association,eng,733,734,,628,2,unigram; bigram; trigram
http://www.jstor.org/stable/24725314,GENERAL DEVELOPMENT OF THE INSTITUTE,Bulletin of the Polish Institute of Arts and Sciences in America,1943,,article,jstor,1943-01-01,2,1,http://www.jstor.org/stable/24725314,Quincy Wright; Oskar Halecki; Stephen P. Duggan; Alfred Senn,Polish Institute of Arts & Sciences of America,eng,183,258,,31625,76,unigram; bigram; trigram
http://www.jstor.org/stable/2086487,Internal Migration in Peace and War,American Sociological Review,1947,,article,jstor,1947-02-01,1,12,http://www.jstor.org/stable/2086487,"Henry S. Shryock, Jr.; Hope Tisdale Eldridge",American Sociological Association,eng,27,39,,7272,13,unigram; bigram; trigram
http://www.jstor.org/stable/2084683,The Relation of Personality Structure to the Structure of Culture,American Sociological Review,1938,,article,jstor,1938-10-01,5,3,http://www.jstor.org/stable/2084683,James W. Woodard,American Sociological Association,eng,637,651,,7425,15,unigram; bigram; trigram
http://www.jstor.org/stable/2086571,Developing Demoscopes for Social Research,American Sociological Review,1948,,article,jstor,1948-06-01,3,13,http://www.jstor.org/stable/2086571,Stuart C. Dodd,American Sociological Association,eng,310,319,,6755,10,unigram; bigram; trigram
ark://27927/phx2hv7j0qg,COMMUNISM AND THE PSYCHOLOGY OF ECONOMICS,Sociological Review,1943,,article,portico,1943-07-01,3‐4,a35,http://doi.org/10.1111/j.1467-954X.1943.tb02247.x,R. W. PICKFORD,"John Wiley & Sons, Inc.",eng,114,126,,7569,13,unigram; bigram; trigram
http://www.jstor.org/stable/24601570,BIBLIOGRAPHIE AMÉRICANISTE,Journal de la Société des américanistes,1934,,article,jstor,1934-01-01,2,26,http://www.jstor.org/stable/24601570,P. BARRET,Société des Américanistes,fre,335,428,,43695,94,unigram; bigram; trigram
http://www.jstor.org/stable/40981633,Review Article,Social Research,1938,,article,jstor,1938-09-01,3,5,http://www.jstor.org/stable/40981633,Guenther Stern,The New School,eng,360,364,,2029,5,unigram; bigram; trigram
http://www.jstor.org/stable/2085282,The Estimation of Populations for Unincorporated Places,American Sociological Review,1946,,article,jstor,1946-02-01,1,11,http://www.jstor.org/stable/2085282,Vincent Heath Whitney,American Sociological Association,eng,98,103,,3637,6,unigram; bigram; trigram
http://www.jstor.org/stable/2086409,Communications and Opinion,American Sociological Review,1950,,article,jstor,1950-02-01,1,15,http://www.jstor.org/stable/2086409,,American Sociological Association,eng,107,111,,3183,5,unigram; bigram; trigram
http://www.jstor.org/stable/2087270,Current Items,American Sociological Review,1946,,article,jstor,1946-10-01,5,11,http://www.jstor.org/stable/2087270,,American Sociological Association,eng,636,644,,7723,9,unigram; bigram; trigram
http://www.jstor.org/stable/2083781,Review Article,American Sociological Review,1939,,article,jstor,1939-12-01,6,4,http://www.jstor.org/stable/2083781,George A. Lundberg,American Sociological Association,eng,879,880,,721,2,unigram; bigram; trigram
http://www.jstor.org/stable/2084253,A Note on Dunham's Contribution to the Ecology of Functional Psychoses,American Sociological Review,1938,,article,jstor,1938-04-01,2,3,http://www.jstor.org/stable/2084253,Maurice H. Krout,American Sociological Association,eng,209,212,,1674,4,unigram; bigram; trigram
http://www.jstor.org/stable/40944413,HISTOIRE ÉCONOMIQUE ET SOCIALE (1928-1929),Revue Historique,1929,,article,jstor,1929-01-01,2,161,http://www.jstor.org/stable/40944413,Henri Sée,Presses Universitaires de France,fre,333,368,,18360,36,unigram; bigram; trigram
http://www.jstor.org/stable/2015090,Review Article,The Journal of Philosophy,1929,,article,jstor,1929-01-31,3,26,http://www.jstor.org/stable/2015090,Albert G. A. Balz,"Journal of Philosophy, Inc.",eng,67,76,,4368,10,unigram; bigram; trigram
http://www.jstor.org/stable/2018017,On the Possibility of Reference to Inferred Entities,The Journal of Philosophy,1938,,article,jstor,1938-07-21,15,35,http://www.jstor.org/stable/2018017,Richard B. Brandt,"Journal of Philosophy, Inc.",eng,393,405,,6061,13,unigram; bigram; trigram
http://www.jstor.org/stable/2014190,Review Article,The Journal of Philosophy,1928,,article,jstor,1928-11-08,23,25,http://www.jstor.org/stable/2014190,George Boas,"Journal of Philosophy, Inc.",eng,634,638,,1921,5,unigram; bigram; trigram
http://www.jstor.org/stable/2086819,Economic Structure of Rural Bengal: A Survey of Six Villages,American Sociological Review,1948,,article,jstor,1948-12-01,6,13,http://www.jstor.org/stable/2086819,Ramkrishna Mukherjee,American Sociological Association,eng,660,672,,7608,13,unigram; bigram; trigram
http://www.jstor.org/stable/2084503,Review Article,American Sociological Review,1936,,article,jstor,1936-04-01,2,1,http://www.jstor.org/stable/2084503,Paul Pigors,American Sociological Association,eng,322,323,,705,2,unigram; bigram; trigram
ark://27927/phx2hv6z386,REVIEWS,Sociological Review,1909,,article,portico,1909-07-01,3,a2,http://doi.org/10.1111/j.1467-954X.1909.tb02549.x,,"John Wiley & Sons, Inc.",eng,290,310,,12477,21,unigram; bigram; trigram
http://www.jstor.org/stable/2087032,Social Psychiatry,American Sociological Review,1948,,article,jstor,1948-04-01,2,13,http://www.jstor.org/stable/2087032,H. Warren Dunham,American Sociological Association,eng,183,197,,10495,15,unigram; bigram; trigram
ark://27927/phx2hv8337g,SIR FRANCIS GALTON,Sociological Review,1911,,article,portico,1911-04-01,2,a4,http://doi.org/10.1111/j.1467-954X.1911.tb02134.x,J. Arthur Thomson,"John Wiley & Sons, Inc.",eng,141,142,,985,2,unigram; bigram; trigram
ark://27927/phx2hv6s733,A SURVEY OF MENTAL ABILITY IN A RURAL COMMUNITY,Sociological Review,1937,,article,portico,1937-01-01,1,a29,http://doi.org/10.1111/j.1467-954X.1937.tb01347.x,M. V. MATTHEWS; L. S. PENROSE; D. A. NEWLYN,"John Wiley & Sons, Inc.",eng,20,40,,6725,22,unigram; bigram; trigram
http://www.jstor.org/stable/2086677,Are Ideas Social Forces?,American Sociological Review,1949,,article,jstor,1949-12-01,6,14,http://www.jstor.org/stable/2086677,Stanislaw Andrzejewski,American Sociological Association,eng,758,764,,4030,7,unigram; bigram; trigram
http://www.jstor.org/stable/40897207,PÉRIODIQUES,Revue de Métaphysique et de Morale,1933,,article,jstor,1933-10-01,4,40,http://www.jstor.org/stable/40897207,,Presses Universitaires de France,fre,9,16,,5060,8,unigram; bigram; trigram
http://www.jstor.org/stable/2103087,Fact and Value in Ethics,Philosophy and Phenomenological Research,1942,,article,jstor,1942-06-01,4,2,http://www.jstor.org/stable/2103087,Helmut Kuhn,International Phenomenological Society,eng,501,510,,4489,10,unigram; bigram; trigram
http://www.jstor.org/stable/2085645,Prediction of Political Behavior in America,American Sociological Review,1945,,article,jstor,1945-04-01,2,10,http://www.jstor.org/stable/2085645,Paul F. Lazarsfeld; Raymond H. Franzen,American Sociological Association,eng,261,273,,8101,13,unigram; bigram; trigram
http://www.jstor.org/stable/2085164,Unsigned Book Notes,American Sociological Review,1944,,article,jstor,1944-12-01,6,9,http://www.jstor.org/stable/2085164,,American Sociological Association,eng,716,720,,3209,5,unigram; bigram; trigram
http://www.jstor.org/stable/2250448,Philosophical Periodicals,Mind,1939,,article,jstor,1939-07-01,191,48,http://www.jstor.org/stable/2250448,,Oxford University Press,eng,395,401,,4216,7,unigram; bigram; trigram
http://www.jstor.org/stable/2236899,The Identification of Structural Characteristics,The Annals of Mathematical Statistics,1950,,article,jstor,1950-06-01,2,21,http://www.jstor.org/stable/2236899,T. C. Koopmans; O. Reiersol,Institute of Mathematical Statistics,eng,165,181,,7776,17,unigram; bigram; trigram
http://www.jstor.org/stable/2248028,New Books,Mind,1900,,article,jstor,1900-07-01,35,9,http://www.jstor.org/stable/2248028,E. A. Menneer; T. L.; Clement C. J. Webb; T. Loveday; R. R. Marett; W. Leslie MacKenzie; H. H. J.; C. A. F. Rhys Davids,Oxford University Press,eng,405,422,,10916,18,unigram; bigram; trigram
http://www.jstor.org/stable/2178455,"Philosophy in France, 1917",The Philosophical Review,1918,,article,jstor,1918-09-01,5,27,http://www.jstor.org/stable/2178455,André Lalande,Duke University Press,eng,443,468,,9760,26,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/2263986,Psychiatric Aspects of Delinquency,The Journal of Educational Sociology,1950,,article,jstor,1950-09-01,1,24,http://www.jstor.org/stable/2263986,David Abrahamsen,American Sociological Association,eng,40,44,,1597,5,unigram; bigram; trigram
ark://27927/phx621rf9tk,Chapter V: Observational Methods of Research,Review of Educational Research,1945,,article,portico,1945-12-01,5,15,http://doi.org/10.3102/00346543015005394,Robert M. W. Travers; Saul B. Sells,SAGE Publications,eng,394,407,,6679,14,unigram; bigram; trigram
http://www.jstor.org/stable/2276949,[Publications of the American Statistical Association],Journal of the American Statistical Association,1928,,article,jstor,1928-12-01,164,23,http://www.jstor.org/stable/2276949,,American Statistical Association,eng,53,80,,11065,28,unigram; bigram; trigram
http://www.jstor.org/stable/2248247,Philosophical Periodicals,Mind,1907,,article,jstor,1907-10-01,64,16,http://www.jstor.org/stable/2248247,,Oxford University Press,eng,619,628,,6032,10,unigram; bigram; trigram
http://www.jstor.org/stable/2225791,The Future Output of the Constructional Industries in the United States,The Economic Journal,1946,,article,jstor,1946-06-01,222,56,http://www.jstor.org/stable/2225791,Ian Bowen,Royal Economic Society,eng,208,229,,8700,22,unigram; bigram; trigram
http://www.jstor.org/stable/2250902,Review Article,Mind,1941,,article,jstor,1941-10-01,200,50,http://www.jstor.org/stable/2250902,R. F. Alfred Hoernle,Oxford University Press,eng,393,401,,4131,9,unigram; bigram; trigram
http://www.jstor.org/stable/2255947,The Standardisation of Descriptions of Plant Communities,Journal of Ecology,1931,,article,jstor,1931-02-01,1,19,http://www.jstor.org/stable/2255947,E. J. Salisbury,Wiley,eng,177,189,,6287,13,unigram; bigram; trigram
http://www.jstor.org/stable/2178779,Summaries of Articles,The Philosophical Review,1915,,article,jstor,1915-09-01,5,24,http://www.jstor.org/stable/2178779,,Duke University Press,eng,570,580,,5759,11,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/2180920,Metaphysical Method,The Philosophical Review,1943,,article,jstor,1943-05-01,3,52,http://www.jstor.org/stable/2180920,Stephen C. Pepper,Duke University Press,eng,252,269,,6932,18,unigram; bigram; trigram
http://www.jstor.org/stable/2180016,Descriptive Notices,The Philosophical Review,1933,,article,jstor,1933-11-01,6,42,http://www.jstor.org/stable/2180016,,Duke University Press,eng,641,646,,2418,6,unigram; bigram; trigram
http://www.jstor.org/stable/2143699,Progress in International Cooperation,Political Science Quarterly,1935,,article,jstor,1935-09-01,3,50,http://www.jstor.org/stable/2143699,Pitman B. Potter,Academy of Political Science,eng,377,404,,10633,28,unigram; bigram; trigram
http://www.jstor.org/stable/2264631,Community Organization: Education for Democracy,The Journal of Educational Sociology,1949,,article,jstor,1949-11-01,3,23,http://www.jstor.org/stable/2264631,Max Wolff,American Sociological Association,eng,141,149,,2676,9,unigram; bigram; trigram
http://www.jstor.org/stable/2225126,Back Matter,The Economic Journal,1939,,article,jstor,1939-06-01,194,49,http://www.jstor.org/stable/2225126,,Royal Economic Society,eng,i,x,,3986,12,unigram; bigram; trigram
http://www.jstor.org/stable/2226201,Back Matter,The Economic Journal,1948,,article,jstor,1948-12-01,232,58,http://www.jstor.org/stable/2226201,,Royal Economic Society,eng,i,vi,,2688,7,unigram; bigram; trigram
http://www.jstor.org/stable/2178044,"Philosophy in France, 1916",The Philosophical Review,1917,,article,jstor,1917-09-01,5,26,http://www.jstor.org/stable/2178044,André Lalande,Duke University Press,eng,459,476,,7102,18,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/2248685,New Books,Mind,1912,,article,jstor,1912-04-01,82,21,http://www.jstor.org/stable/2248685,D. Broad; A. E. Taylor; W. L. M.; Archibald A. Bowman; W. McD.; F. C. S. Schiller; G. G.; J. Laird; C. W. V.; Henry J. Watt; G. Galloway; F. C. S. Schiller; Philip E. B. Jourdan; Herbert W. Blunt; H. W. B.; C. A. F. Rhys Davids,Oxford University Press,eng,260,287,,17195,28,unigram; bigram; trigram
http://www.jstor.org/stable/2177827,Summaries of Articles,The Philosophical Review,1909,,article,jstor,1909-03-01,2,18,http://www.jstor.org/stable/2177827,,Duke University Press,eng,241,254,,6875,14,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/2178549,Progress in Philosophical Inquiry and Mr. Lovejoy's Presidential Address,The Philosophical Review,1917,,article,jstor,1917-05-01,3,26,http://www.jstor.org/stable/2178549,Ernest Albee; Charles M. Bakewell.; Theodore de Laguna; William Ernest Hocking; Edmund H. Hollands,Duke University Press,eng,315,338,,10435,24,unigram; bigram; trigram; fullText
ark://27927/phx621qz7f8,Chapter XV: Statistical Methods,Review of Educational Research,1939,,article,portico,1939-09-01,5,9,http://doi.org/10.3102/00346543009005543,Palmer O. Johnson,SAGE Publications,eng,543,554,,5562,12,unigram; bigram; trigram
http://www.jstor.org/stable/2172122,Front Matter,Population Studies,1948,,article,jstor,1948-12-01,3,2,http://www.jstor.org/stable/2172122,,Population Investigation Committee,eng,i,277,,3487,11,unigram; bigram; trigram
http://www.jstor.org/stable/2263562,The Relationship Between County Support of Education in Georgia and Certain Socioeconomic Variables,The Journal of Educational Sociology,1947,,article,jstor,1947-10-01,2,21,http://www.jstor.org/stable/2263562,John W. Morgan,American Sociological Association,eng,109,112,,1088,4,unigram; bigram; trigram
http://www.jstor.org/stable/2249149,New Books,Mind,1913,,article,jstor,1913-07-01,87,22,http://www.jstor.org/stable/2249149,A. E. Taylor; C. D. Broad; Bernard Muscio; R. M. MacIver; Joseph Rickaby; Leonard J. Russell; G. A. Johnston; Henry J. Watt; W. L. M.; John Edgar; Arthur Robinson; J. Laird; R. R. Marett; J. L. McIntyre; W. L. Lorimer; C. V. Valentine; F. C. S. Schiller; Philip E. B. Jourdan,Oxford University Press,eng,403,442,,23556,40,unigram; bigram; trigram
ark://27927/phx621rfb2z,"Chapter III: Trend, Survey, and Evaluation Studies",Review of Educational Research,1945,,article,portico,1945-12-01,5,15,http://doi.org/10.3102/00346543015005360,Irving Lorge; Harry Ordan,SAGE Publications,eng,360,376,,8203,17,unigram; bigram; trigram
http://www.jstor.org/stable/2248727,Philosophical Periodicals,Mind,1911,,article,jstor,1911-01-01,77,20,http://www.jstor.org/stable/2248727,,Oxford University Press,eng,139,149,,6725,11,unigram; bigram; trigram
http://www.jstor.org/stable/2172316,Statistics for Studying the Cultural Assimilation of Migrants,Population Studies,1950,,article,jstor,1950-03-01,,3,http://www.jstor.org/stable/2172316,Max Lacroix; Edith Adams,Population Investigation Committee,eng,69,107,,20582,45,unigram; bigram; trigram
http://www.jstor.org/stable/2225731,Recent Periodicals and New Books,The Economic Journal,1942,,article,jstor,1942-03-01,205,52,http://www.jstor.org/stable/2225731,,Royal Economic Society,eng,132,144,,7869,13,unigram; bigram; trigram
http://www.jstor.org/stable/2226704,Recent Periodicals and New Books,The Economic Journal,1949,,article,jstor,1949-06-01,234,59,http://www.jstor.org/stable/2226704,,Royal Economic Society,eng,269,306,,21241,38,unigram; bigram; trigram
http://www.jstor.org/stable/2276978,Requirements for Statisticians and their Training: Statistical Teaching in American Colleges and Universities,Journal of the American Statistical Association,1926,,article,jstor,1926-12-01,156,21,http://www.jstor.org/stable/2276978,James W. Glover,American Statistical Association,eng,419,446,,11579,28,unigram; bigram; trigram
http://www.jstor.org/stable/2248748,New Books,Mind,1914,,article,jstor,1914-10-01,92,23,http://www.jstor.org/stable/2248748,G. A. Johnston; H. W. C.; J. W.; C. D. Broad; W. L. M.; D. M.; C. W. Valentine; Bernard Bosanquet; Herbert W. Blunt; H. V. K.; F. C. S. Scchiller,Oxford University Press,eng,609,630,,13043,22,unigram; bigram; trigram
http://www.jstor.org/stable/2250626,New Books,Mind,1948,,article,jstor,1948-01-01,,225,http://www.jstor.org/stable/2250626,E. F. Carritt; Arthur Thomson; Martha Kneale; M. MacDonald; A. M. MacIver; Richard Robinson; Peter Stubbs,Oxford University Press,eng,107,126,,11573,20,unigram; bigram; trigram
http://www.jstor.org/stable/2249658,New Books,Mind,1921,,article,jstor,1921-01-01,117,30,http://www.jstor.org/stable/2249658,James Drever; Bernard Bosanquet; C. D. Broad; G. Galloway; F. C. S. Schiller; H. Wildon Carr; Oliver C. Quick; J. L.; A. E. T.,Oxford University Press,eng,94,118,,15036,25,unigram; bigram; trigram
ark://27927/phx621r5ztj,Chapter II: Mental Development from Birth to Maturity,Review of Educational Research,1941,,article,portico,1941-12-01,5,11,http://doi.org/10.3102/00346543011005502,Ralph H. Ojemann; Kai Jensen; K. C. Garrison,SAGE Publications,eng,502,530,,15113,29,unigram; bigram; trigram
http://www.jstor.org/stable/2172490,Front Matter,Population Studies,1949,,article,jstor,1949-06-01,1,3,http://www.jstor.org/stable/2172490,,Population Investigation Committee,eng,i,2,,3200,10,unigram; bigram; trigram
http://www.jstor.org/stable/2248138,Philosophical Periodicals,Mind,1903,,article,jstor,1903-07-01,47,12,http://www.jstor.org/stable/2248138,,Oxford University Press,eng,418,432,,8625,15,unigram; bigram; trigram
http://www.jstor.org/stable/2226144,Recent Periodicals and New Books,The Economic Journal,1940,,article,jstor,1940-06-01,198/199,50,http://www.jstor.org/stable/2226144,,Royal Economic Society,eng,368,399,,17866,32,unigram; bigram; trigram
http://www.jstor.org/stable/2263793,"Educational Outlook, October 1950",The Journal of Educational Sociology,1950,,article,jstor,1950-10-01,2,24,http://www.jstor.org/stable/2263793,Dan W. Dodson,American Sociological Association,eng,57,58,,418,2,unigram; bigram; trigram
http://www.jstor.org/stable/2178848,"Proceedings of the American Philosophical Association; The Nineteenth Annual Meeting. Cornell University, December 30 and 31, 1919",The Philosophical Review,1920,,article,jstor,1920-03-01,2,29,http://www.jstor.org/stable/2178848,,Duke University Press,eng,154,172,,6946,19,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/2172519,Front Matter,Population Studies,1949,,article,jstor,1949-09-01,2,3,http://www.jstor.org/stable/2172519,,Population Investigation Committee,eng,i,129,,3295,11,unigram; bigram; trigram
ark://27927/phx621rr83t,Chapter V: Research For or By the Armed Forces,Review of Educational Research,1948,,article,portico,1948-12-01,6,18,http://doi.org/10.3102/00346543018006615,Dorothy B. Berger; John C. Flanagan,SAGE Publications,eng,615,641,,15039,27,unigram; bigram; trigram
http://www.jstor.org/stable/2276800,"Differential Equations Subject to Error, and Population Estimates",Journal of the American Statistical Association,1927,,article,jstor,1927-09-01,159,22,http://www.jstor.org/stable/2276800,Harold Hotelling,American Statistical Association,eng,283,314,,11738,32,unigram; bigram; trigram
http://www.jstor.org/stable/2179794,Notes,The Philosophical Review,1932,,article,jstor,1932-05-01,3,41,http://www.jstor.org/stable/2179794,,Duke University Press,eng,332,335,,1609,4,unigram; bigram; trigram
http://www.jstor.org/stable/2226200,Recent Periodicals and New Books,The Economic Journal,1948,,article,jstor,1948-12-01,232,58,http://www.jstor.org/stable/2226200,,Royal Economic Society,eng,608,633,,14228,26,unigram; bigram; trigram
http://www.jstor.org/stable/2176223,Summaries of Articles,The Philosophical Review,1901,,article,jstor,1901-11-01,6,10,http://www.jstor.org/stable/2176223,,Duke University Press,eng,654,664,,5147,11,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/2224671,Recent Periodicals and New Books,The Economic Journal,1935,,article,jstor,1935-06-01,178,45,http://www.jstor.org/stable/2224671,,Royal Economic Society,eng,410,425,,6734,16,unigram; bigram; trigram
ark://27927/phx621r0dmj,Chapter VII: Technics and Instruments of Mental Hygiene Diagnosis and Therapy,Review of Educational Research,1940,,article,portico,1940-12-01,5,10,http://doi.org/10.3102/00346543010005450,Ruth Strang,SAGE Publications,eng,450,459,,4323,10,unigram; bigram; trigram
http://www.jstor.org/stable/2178099,Summaries of Articles,The Philosophical Review,1919,,article,jstor,1919-03-01,2,28,http://www.jstor.org/stable/2178099,,Duke University Press,eng,219,226,,3992,8,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/2249426,Philosophical Periodicals,Mind,1920,,article,jstor,1920-10-01,116,29,http://www.jstor.org/stable/2249426,,Oxford University Press,eng,494,504,,6431,11,unigram; bigram; trigram
http://www.jstor.org/stable/2264630,Community Organization in a Democratic Society,The Journal of Educational Sociology,1949,,article,jstor,1949-11-01,3,23,http://www.jstor.org/stable/2264630,Paul Bergevin; Howard C. Gillespie,American Sociological Association,eng,135,140,,1950,6,unigram; bigram; trigram
http://www.jstor.org/stable/2178659,Summaries of Articles,The Philosophical Review,1914,,article,jstor,1914-07-01,4,23,http://www.jstor.org/stable/2178659,,Duke University Press,eng,473,484,,6068,12,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/2180652,"Philosophy in France, 1935-1936",The Philosophical Review,1937,,article,jstor,1937-01-01,1,46,http://www.jstor.org/stable/2180652,Andre Lalande,Duke University Press,eng,1,29,,11311,29,unigram; bigram; trigram
http://www.jstor.org/stable/2224575,Volume Information,The Economic Journal,1935,,article,jstor,1935-03-01,177,45,http://www.jstor.org/stable/2224575,,Royal Economic Society,eng,i,xiii,,4167,9,unigram; bigram; trigram
http://www.jstor.org/stable/2176413,Summaries of Articles,The Philosophical Review,1904,,article,jstor,1904-01-01,1,13,http://www.jstor.org/stable/2176413,,Duke University Press,eng,82,99,,9176,18,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/2224841,Recent Periodicals and New Books,The Economic Journal,1939,,article,jstor,1939-09-01,195,49,http://www.jstor.org/stable/2224841,,Royal Economic Society,eng,591,624,,19456,34,unigram; bigram; trigram
http://www.jstor.org/stable/2172238,Front Matter,Population Studies,1950,,article,jstor,1950-06-01,1,4,http://www.jstor.org/stable/2172238,,Population Investigation Committee,eng,i,2,,3245,10,unigram; bigram; trigram
http://www.jstor.org/stable/2262037,The Gifted Child in Art,The Journal of Educational Sociology,1936,,article,jstor,1936-10-01,2,10,http://www.jstor.org/stable/2262037,Florence Cane,American Sociological Association,eng,67,73,,2675,13,unigram; bigram; trigram
http://www.jstor.org/stable/2172201,The Changing Fertility of the Japanese,Population Studies,1947,,article,jstor,1947-06-01,1,1,http://www.jstor.org/stable/2172201,Irene B. Taeuber; Frank W. Notestein,Population Investigation Committee,eng,2,28,,13913,27,unigram; bigram; trigram
ark://27927/phx621rfbnb,Chapter IV: Research Methods and Designs,Review of Educational Research,1945,,article,portico,1945-12-01,5,15,http://doi.org/10.3102/00346543015005377,Agatha Townsend; Charles C. Peters; Arthur E. Traxler,SAGE Publications,eng,377,393,,8707,17,unigram; bigram; trigram
http://www.jstor.org/stable/2236185,News and Notices,The Annals of Mathematical Statistics,1945,,article,jstor,1945-03-01,1,16,http://www.jstor.org/stable/2236185,,Institute of Mathematical Statistics,eng,100,102,,953,3,unigram; bigram; trigram
http://www.jstor.org/stable/2224390,Recent Periodicals and New Books,The Economic Journal,1927,,article,jstor,1927-06-01,146,37,http://www.jstor.org/stable/2224390,,Royal Economic Society,eng,339,353,,6141,15,unigram; bigram; trigram
http://www.jstor.org/stable/2248029,Philosophical Periodicals,Mind,1900,,article,jstor,1900-07-01,35,9,http://www.jstor.org/stable/2248029,,Oxford University Press,eng,423,431,,5217,9,unigram; bigram; trigram
http://www.jstor.org/stable/2261844,A Note on the Teaching of Social Change,The Journal of Educational Sociology,1940,,article,jstor,1940-11-01,3,14,http://www.jstor.org/stable/2261844,John Winchell Riley,American Sociological Association,eng,159,163,,1736,5,unigram; bigram; trigram
ark://27927/phx621qwdgf,Chapter VI: Personality and Character Measurement,Review of Educational Research,1938,,article,portico,1938-05-01,3,8,http://doi.org/10.3102/00346543008003269,Goodwin Watson,SAGE Publications,eng,269,291,,10989,23,unigram; bigram; trigram
http://www.jstor.org/stable/2250517,Review Article,Mind,1947,,article,jstor,1947-04-01,222,56,http://www.jstor.org/stable/2250517,Isaiah Berlin,Oxford University Press,eng,151,166,,8250,16,unigram; bigram; trigram
http://www.jstor.org/stable/2249516,New Books,Mind,1921,,article,jstor,1921-10-01,120,30,http://www.jstor.org/stable/2249516,F. C. B.; A. E. Taylor; P. V. M. Benecke; E. Prideaux; W. Whately Smith; James Drever; L. S. S.; L. J. Russell; Bernard Bosanquet; I. A. Richards; James Linsay; C. W. V.; B. M.; J. W. S.; H. E. C.; J. L. M.; C. D. B.; F. C. S. S.,Oxford University Press,eng,468,493,,15354,26,unigram; bigram; trigram
http://www.jstor.org/stable/2263901,New Horizons in Teacher-Community Relationships,The Journal of Educational Sociology,1948,,article,jstor,1948-03-01,7,21,http://www.jstor.org/stable/2263901,Louis Kaplan,American Sociological Association,eng,417,427,,3594,11,unigram; bigram; trigram
http://www.jstor.org/stable/2250261,Philosophical Periodicals,Mind,1931,,article,jstor,1931-04-01,158,40,http://www.jstor.org/stable/2250261,,Oxford University Press,eng,260,267,,4662,8,unigram; bigram; trigram
http://www.jstor.org/stable/2255955,Vegetation of the Balkan Peninsula,Journal of Ecology,1931,,article,jstor,1931-02-01,1,19,http://www.jstor.org/stable/2255955,W. B. Turrill,Wiley,eng,219,220,,361,2,unigram; bigram; trigram
http://www.jstor.org/stable/2248166,Philosophical Periodicals,Mind,1908,,article,jstor,1908-04-01,66,17,http://www.jstor.org/stable/2248166,,Oxford University Press,eng,286,297,,6905,12,unigram; bigram; trigram
